name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Saintes-Maries-de-la-Mer,2024-02-14,18.2,3.2,10.4,18.2,2,10.1,5.4,73.2,0,0,0,,0,0,14,9.8,97.5,1023.8,28.7,12.9,146.2,12.7,5,10,2024-02-14T07:42:55,2024-02-14T18:10:43,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LFMT,LFMI,LFMY,D7130,LFTW"
Saintes-Maries-de-la-Mer,2024-02-15,13.3,12.7,13.1,13.3,12.7,13.1,11.2,88.5,0,0,0,,0,0,45,33.8,121.9,1022,95,24.1,111.8,9.7,5,10,2024-02-15T07:41:30,2024-02-15T18:12:04,0.19,Overcast,Cloudy skies throughout the day.,cloudy,
Saintes-Maries-de-la-Mer,2024-02-16,13.3,11.8,12.8,13.3,11.8,12.8,11.1,89.3,0,29,0,,0,0,39.6,27.4,99.8,1021.8,92.4,24.1,103,8.9,5,10,2024-02-16T07:40:04,2024-02-16T18:13:24,0.25,Overcast,Cloudy skies throughout the day.,cloudy,
Saintes-Maries-de-la-Mer,2024-02-17,15.6,12,13.6,15.6,12,13.6,10,79.4,0.1,16.1,4.17,rain,0,0,36.4,27.7,334.6,1026.8,63.6,24.1,131.7,11.3,5,10,2024-02-17T07:38:36,2024-02-17T18:14:45,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Saintes-Maries-de-la-Mer,2024-02-18,13.3,11.7,12.6,13.3,11.7,12.6,8.9,78.5,0,32.3,0,,0,0,36.7,25.8,313.7,1029.1,60.2,24.1,111.7,9.7,4,10,2024-02-18T07:37:08,2024-02-18T18:16:04,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Saintes-Maries-de-la-Mer,2024-02-19,17.2,10.1,13.2,17.2,10.1,13.2,6.1,63.8,0,22.6,0,,0,0,53.6,31.7,332.7,1027.2,52.4,24.1,142.8,12.3,5,10,2024-02-19T07:35:38,2024-02-19T18:17:24,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Saintes-Maries-de-la-Mer,2024-02-20,13.5,10.1,11.7,13.5,10.1,11.7,3.4,56.8,0,3.2,0,,0,,60.1,42.1,351.8,1023.5,67.8,24.1,143.5,12.3,5,10,2024-02-20T07:34:07,2024-02-20T18:18:44,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Saintes-Maries-de-la-Mer,2024-02-21,13.3,8.4,10.9,13.3,6.6,10,3.6,61.3,0,25.8,0,,0,,41.9,28.8,228.8,1017.6,100,24,106.3,9.2,4,10,2024-02-21T07:32:35,2024-02-21T18:20:03,0.39,Overcast,Cloudy skies throughout the day.,cloudy,
Saintes-Maries-de-la-Mer,2024-02-22,16.2,9.1,13,16.2,5.6,12.5,7.4,70.4,6.1,41.9,16.67,rain,0,,56.9,38.9,267.3,1008.4,41.9,21.6,142.6,12.3,5,10,2024-02-22T07:31:02,2024-02-22T18:21:22,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
Saintes-Maries-de-la-Mer,2024-02-23,11.6,8.9,10.5,11.6,5.3,9.4,5.1,69.5,1,25.8,8.33,rain,0,,45.6,28.3,237.1,1012.8,74.6,24.1,127.1,10.8,5,10,2024-02-23T07:29:28,2024-02-23T18:22:40,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Saintes-Maries-de-la-Mer,2024-02-24,12.8,6.2,10.4,12.8,1,8.8,6,74.3,4.2,16.1,25,rain,0,,56.9,37.1,189.4,996,91.3,22.9,58,5.3,3,10,2024-02-24T07:27:53,2024-02-24T18:23:59,0.5,Overcast,Cloudy skies throughout the day.,cloudy,
Saintes-Maries-de-la-Mer,2024-02-25,12.3,6.4,9,12.3,1.2,5.7,0.4,55.6,0,19.4,0,,0,,74.2,48.6,307.6,997,36.3,24.1,147.5,12.6,5,10,2024-02-25T07:26:17,2024-02-25T18:25:17,0.53,Partially cloudy,Becoming cloudy in the afternoon.,wind,
Saintes-Maries-de-la-Mer,2024-02-26,13.3,7,9.5,13.3,3.8,7.4,1.5,58.7,0,19.4,0,,0,,40.1,31.9,304.5,1002.5,15.1,24.1,156.3,14,6,10,2024-02-26T07:24:40,2024-02-26T18:26:34,0.57,Clear,Clear conditions throughout the day.,clear-day,
Saintes-Maries-de-la-Mer,2024-02-27,12.7,7.2,9.2,12.7,3.6,7,1.9,61,0.1,9.7,4.17,rain,0,,42.1,27.4,319.4,1005.3,37.1,24.1,150.1,12.9,6,10,2024-02-27T07:23:03,2024-02-27T18:27:52,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Saintes-Maries-de-la-Mer,2024-02-28,10.9,5.1,7.9,10.9,0.5,4.6,-0.9,54.2,0,3.2,0,,0,,57.8,39.5,332,1011.6,75.3,24.1,121.1,10.5,4,10,2024-02-28T07:21:24,2024-02-28T18:29:09,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayeux,2024-02-14,33,25,28.1,38,25,30.3,23.5,77.3,2.4,100,25,rain,0,0,19.1,21.2,106,1014,59.2,15.5,301.4,25.9,10,30,2024-02-14T05:23:46,2024-02-14T17:43:58,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,SBJP
Bayeux,2024-02-15,31.3,24.7,27.5,34.7,24.7,29,22.4,74.9,7.4,83.9,54.17,rain,0,0,18.4,19.1,72.1,1014.5,96.9,23.2,264.5,23,9,30,2024-02-15T05:23:55,2024-02-15T17:43:45,0.19,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
Bayeux,2024-02-16,31.9,25.3,28.1,35.6,25.3,30.1,22.8,73.9,5,80.6,37.5,rain,0,0,22.7,18.4,92.7,1014.2,82.7,23.5,279.4,24.2,9,30,2024-02-16T05:24:03,2024-02-16T17:43:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Bayeux,2024-02-17,32.1,25.2,28,35.8,25.2,30,23,75.3,4.4,93.5,54.17,rain,0,0,21.6,20.9,95,1013.1,62.5,23.8,290.3,25.1,10,30,2024-02-17T05:24:10,2024-02-17T17:43:15,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Bayeux,2024-02-18,32.2,25,27.9,36,25,29.7,22.9,75.4,4.7,71,54.17,rain,0,0,19.1,20.5,103.7,1012.1,66.1,23.2,303.5,26.2,10,30,2024-02-18T05:24:17,2024-02-18T17:42:59,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Bayeux,2024-02-19,32.2,25.3,27.9,35,25.3,29.6,22.4,73.5,3.5,67.7,29.17,rain,0,0,20.2,19.4,86.2,1010.8,40.5,23.5,275.3,24,9,30,2024-02-19T05:24:23,2024-02-19T17:42:43,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Bayeux,2024-02-20,32.1,25.1,27.6,34.9,25.1,28.9,22,72.7,2.5,77.4,25,rain,0,0,22.3,17.6,62.7,1010.4,76.4,22.9,240.9,20.7,9,10,2024-02-20T05:24:28,2024-02-20T17:42:25,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Bayeux,2024-02-21,31.6,24.3,27.4,34,24.3,28.5,21.9,73.4,3.2,77.4,20.83,rain,0,0,22,20.5,76.3,1011.2,67,22.6,283.9,24.6,10,30,2024-02-21T05:24:33,2024-02-21T17:42:07,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Bayeux,2024-02-22,32.1,24.8,27.5,34.6,24.8,28.7,21.8,72.5,2.5,74.2,20.83,rain,0,0,19.8,19.1,97.4,1012,18.8,23.4,282,24.3,10,30,2024-02-22T05:24:37,2024-02-22T17:41:48,0.43,Rain,Clear conditions throughout the day with storms possible.,rain,
Bayeux,2024-02-23,32,24.7,27.5,34.2,24.7,28.6,21.4,70.7,1.7,74.2,12.5,rain,0,0,25.6,23.8,128.4,1012.8,50.3,24.1,276.6,24,9,30,2024-02-23T05:24:41,2024-02-23T17:41:29,0.47,"Rain, Partially cloudy",Becoming cloudy in the afternoon with storms possible.,rain,
Bayeux,2024-02-24,31.5,24.6,27.4,34.7,24.6,28.7,22.1,73.6,5.5,77.4,25,rain,0,0,20.9,21.2,114.1,1012.1,39.9,23.2,280.8,24,10,30,2024-02-24T05:24:44,2024-02-24T17:41:09,0.5,"Rain, Partially cloudy",Clearing in the afternoon with storms possible.,rain,
Bayeux,2024-02-25,30.7,24.5,27.1,34,24.5,28.3,22.1,75.4,11.6,77.4,33.33,rain,0,0,22.7,19.1,119.5,1012.4,53.6,19.7,271.5,23.5,9,30,2024-02-25T05:24:46,2024-02-25T17:40:48,0.54,"Rain, Partially cloudy",Becoming cloudy in the afternoon with storms possible.,rain,
Bayeux,2024-02-26,31.8,24.9,27.6,35.5,24.9,29.2,22.6,75.5,3.4,80.6,29.17,rain,0,0,23.4,21.2,125.1,1011.9,81.2,24,280.1,24.3,10,30,2024-02-26T05:24:48,2024-02-26T17:40:26,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Bayeux,2024-02-27,31.9,25,27.5,35,25,29,22.6,75.5,4.3,54.8,29.17,rain,0,0,18.4,19.1,112.8,1011.3,67,24,266.9,22.8,9,30,2024-02-27T05:24:50,2024-02-27T17:40:04,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Bayeux,2024-02-28,32.3,24.8,27.6,35.3,24.8,29.1,22.3,73.9,1.7,48.4,20.83,rain,0,0,20.2,19.8,104.8,1010.8,17.7,23.5,280.4,24,9,30,2024-02-28T05:24:51,2024-02-28T17:39:42,0.64,Rain,Clear conditions throughout the day with storms possible.,rain,
Marseille,2024-02-14,17.3,2.8,9.6,17.3,1.2,9.2,5.4,77.3,0,0,0,,0,0,14.4,15.4,114.2,1023.8,20.6,12.9,152.5,13.3,6,10,2024-02-14T07:38:53,2024-02-14T18:07:13,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFMY,LFMI,E6174,LFML,LFTH"
Marseille,2024-02-15,14.7,10.8,12.6,14.7,10.8,12.6,9.2,79.7,0.1,0,4.17,rain,0,0,36,19.1,116.7,1022.5,94.9,24.1,115.2,9.9,5,10,2024-02-15T07:37:28,2024-02-15T18:08:33,0.19,Overcast,Cloudy skies throughout the day.,cloudy,
Marseille,2024-02-16,14.9,11.1,12.9,14.9,11.1,12.9,9.4,79.5,0,16.1,0,,0,0,22.3,11.9,332.2,1021.7,92.4,24.1,109.5,9.5,4,10,2024-02-16T07:36:02,2024-02-16T18:09:53,0.25,Overcast,Cloudy skies throughout the day.,cloudy,
Marseille,2024-02-17,14.8,10.5,12.5,14.8,10.5,12.5,9.9,84.7,0,16.1,0,,0,0,13.3,5.8,38.6,1026.3,58,24.1,149.3,12.9,6,10,2024-02-17T07:34:35,2024-02-17T18:11:13,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
Marseille,2024-02-18,14.2,10.5,12.4,14.2,10.5,12.4,9.6,83.2,0,22.6,0,,0,0,17,7.4,305,1028.5,74.1,24.1,121.5,10.4,5,10,2024-02-18T07:33:07,2024-02-18T18:12:32,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Marseille,2024-02-19,15,12.1,13.3,15,12.1,13.3,6.4,63.4,0,16.1,0,,0,0,82.4,60.8,325.3,1025,67.7,24.1,147.3,12.6,5,10,2024-02-19T07:31:38,2024-02-19T18:13:51,0.33,Partially cloudy,Becoming cloudy in the afternoon.,wind,
Marseille,2024-02-20,14.3,10.9,12.1,14.3,10.9,12.1,4.8,61.2,0,3.2,0,,0,,76.3,60.5,325.3,1021.6,62.8,24.1,148,12.6,5,10,2024-02-20T07:30:07,2024-02-20T18:15:10,0.36,Partially cloudy,Clearing in the afternoon.,wind,
Marseille,2024-02-21,12.7,10,11.4,12.7,7.5,11.3,4.3,61.8,0,25.8,0,,0,,39.2,34.8,308.3,1017.3,84.6,24.1,126.4,10.8,5,10,2024-02-21T07:28:36,2024-02-21T18:16:29,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Marseille,2024-02-22,15.1,10.7,13.4,15.1,10.7,13.4,8.2,71.8,5.7,51.6,16.67,rain,0,,70.2,42.5,273.5,1008.2,68.3,22.3,128.1,11.1,5,10,2024-02-22T07:27:03,2024-02-22T18:17:48,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,
Marseille,2024-02-23,11.7,10,10.9,11.7,6,10.7,5.3,68.5,0.7,41.9,12.5,rain,0,,63.4,39.6,276,1013.1,65.4,24,126.9,11,5,10,2024-02-23T07:25:30,2024-02-23T18:19:06,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Marseille,2024-02-24,13.4,7.5,11.1,13.4,2.1,9.6,6.6,73.9,5,19.4,33.33,rain,0,,78.8,59,236.4,996.7,87.7,22.1,88.3,7.5,3,10,2024-02-24T07:23:55,2024-02-24T18:20:23,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,
Marseille,2024-02-25,11.6,7.8,9.5,11.6,1.9,6.5,1.6,58.1,0,25.8,0,,0,,95,66.2,313,994.6,45.8,24.1,151.1,13.4,5,10,2024-02-25T07:22:20,2024-02-25T18:21:41,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,
Marseille,2024-02-26,12.1,8.4,10.1,12.1,4.6,7.8,2,58.1,0,25.8,0,,0,,55.9,43.3,315.4,1001.6,4,24.1,161.8,14.3,6,10,2024-02-26T07:20:44,2024-02-26T18:22:58,0.57,Clear,Clear conditions throughout the day.,clear-day,
Marseille,2024-02-27,12.3,7.8,9.6,12.3,3.1,6.9,2.4,61.2,0,9.7,0,,0,,68,56.5,320.9,1004.3,13.6,24.1,160.9,14.3,6,10,2024-02-27T07:19:07,2024-02-27T18:24:15,0.6,Clear,Clear conditions throughout the day.,wind,
Marseille,2024-02-28,10.6,6.9,8.5,10.6,1.2,4.6,1.2,60.5,0,3.2,0,,0,,70.2,55.4,326.9,1009.5,68.5,24.1,132.4,11.4,5,10,2024-02-28T07:17:29,2024-02-28T18:25:32,0.63,Partially cloudy,Partly cloudy throughout the day.,wind,
Collioure,2024-02-14,18.6,5.4,11.3,18.6,4.1,11.1,4.7,65.1,0,0,0,,0,0,47.9,15.6,103.4,1023.7,35.5,12.8,120.9,10.5,5,10,2024-02-14T07:46:42,2024-02-14T18:17:40,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C4848,LEGE,E4692,LFMP"
Collioure,2024-02-15,16.5,9.8,12.3,16.5,9.8,12.3,8.4,77.4,0,6.5,0,,0,0,73.8,17.3,199.8,1019.6,95.8,24.1,67.6,5.8,3,10,2024-02-15T07:45:20,2024-02-15T18:18:57,0.19,Overcast,Cloudy skies throughout the day.,cloudy,
Collioure,2024-02-16,13.4,9.9,11.9,13.4,9.9,11.9,8.6,80.6,0,74.2,0,rain,0,0,111.2,29.2,342.5,1021.3,96.5,23.8,49.1,4.2,3,10,2024-02-16T07:43:57,2024-02-16T18:20:15,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Collioure,2024-02-17,16.5,11.4,13.3,16.5,11.4,13.3,2.9,49.8,0,25.8,0,,0,0,107.6,25.9,333.3,1027.8,59.5,24.1,149.7,12.9,6,10,2024-02-17T07:42:32,2024-02-17T18:21:33,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Collioure,2024-02-18,17.7,9.5,13.3,17.7,9.1,13.3,5.5,59.8,0,29,0,rain,0,0,46.6,10.6,285,1029.9,59.5,24.1,122.5,10.7,4,10,2024-02-18T07:41:06,2024-02-18T18:22:50,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Collioure,2024-02-19,17.8,11.1,13.9,17.8,11.1,13.9,6.4,61.5,0.5,16.1,8.33,rain,0,0,88.2,26.3,329.8,1029.4,24.2,23.7,144.8,12.6,5,10,2024-02-19T07:39:39,2024-02-19T18:24:07,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Collioure,2024-02-20,15.1,9.1,11.6,15.1,6.3,11,2.9,56.3,0,3.2,0,,0,0,58.7,30.2,329.7,1025.1,73.5,24.1,141,12,5,10,2024-02-20T07:38:11,2024-02-20T18:25:23,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Collioure,2024-02-21,17.3,8.4,12.3,17.3,7.6,12.1,3,54.8,0,22.6,0,,0,0,22.7,11.5,202.9,1016.7,99.5,24.1,104.6,9.2,4,10,2024-02-21T07:36:42,2024-02-21T18:26:40,0.39,Overcast,Cloudy skies throughout the day.,cloudy,
Collioure,2024-02-22,15.3,8.2,10.8,15.3,6.4,10.2,5.5,70.5,4.5,51.6,20.83,rain,0,0,36,19.1,312,1008.3,99.1,23.2,43.8,3.6,3,10,2024-02-22T07:35:11,2024-02-22T18:27:56,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Collioure,2024-02-23,12.9,6.7,8.9,12.9,6,8.2,5,77.1,10.6,51.6,25,rain,0,0,16.3,9.7,211.2,1012.2,89.4,19.9,99.5,8.7,4,10,2024-02-23T07:33:40,2024-02-23T18:29:12,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,
Collioure,2024-02-24,7.4,5.5,6.5,6.1,1.4,3.6,0.7,66.7,1.9,22.6,8.33,rain,0,0,67.3,35.6,315.4,997.6,86.4,22.5,43.8,3.9,2,10,2024-02-24T07:32:08,2024-02-24T18:30:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Collioure,2024-02-25,11.1,4.2,6.8,11.1,-0.3,3.4,-0.6,59.7,0.3,19.4,8.33,rain,0,0,73.8,37.4,310.4,1001.9,18.2,24.1,152.9,13.2,6,10,2024-02-25T07:30:35,2024-02-25T18:31:42,0.53,Clear,Clear conditions throughout the day.,clear-day,
Collioure,2024-02-26,11.6,4,7.4,11.6,2.4,6.3,0.1,60.3,0,29,0,,0,0,30.6,23,319.3,1004.1,51.9,24.1,141.3,12.3,5,10,2024-02-26T07:29:01,2024-02-26T18:32:57,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Collioure,2024-02-27,10.6,3.9,7.2,10.6,1.5,4.8,1.9,69.8,0.4,22.6,8.33,rain,0,0,63.4,35.6,322.6,1008,52.4,23.8,148.8,12.6,6,10,2024-02-27T07:27:26,2024-02-27T18:34:12,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Collioure,2024-02-28,10.3,4.3,6.7,10.3,0.8,3.5,-1.1,58.7,0,9.7,0,,0,0,52.1,27.2,330.9,1013.5,87.8,24.1,97.5,8.6,4,10,2024-02-28T07:25:51,2024-02-28T18:35:26,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
La Rochelle,2024-02-14,18,10,13.2,18,7.9,13.1,10.9,86.5,0,0,0,,0,0,25.9,20.5,164.6,1020.5,89.2,13.4,126.5,11,6,10,2024-02-14T08:10:08,2024-02-14T18:28:12,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFBH,C5839"
La Rochelle,2024-02-15,17.7,11.9,13.9,17.7,11.9,13.9,10.3,78.9,0.2,29,4.17,rain,0,0,34.9,21.6,146.4,1012.4,72.2,24.1,102.6,8.9,4,10,2024-02-15T08:08:34,2024-02-15T18:29:41,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
La Rochelle,2024-02-16,13,9.5,11.9,13,8.8,11.8,9.7,86.7,0.1,61.3,4.17,rain,0,0,48.2,29.5,278.8,1020.1,66.2,24.1,92.8,8,5,10,2024-02-16T08:06:59,2024-02-16T18:31:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,
La Rochelle,2024-02-17,13.1,6.9,9.8,13.1,6.2,9.6,8.6,92.7,0,3.2,0,,0,0,11.9,6.5,166.6,1031.8,67.4,24.1,123.7,10.6,5,10,2024-02-17T08:05:23,2024-02-17T18:32:39,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
La Rochelle,2024-02-18,12.8,9.2,10.9,12.8,7.7,10.4,9.7,92.6,4.7,64.5,12.5,rain,0,0,27.7,16.6,219.1,1030.7,98.9,21.1,15.6,1.4,1,10,2024-02-18T08:03:46,2024-02-18T18:34:08,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,
La Rochelle,2024-02-19,11.7,9.2,10.7,11.7,7.8,10.4,9.3,91.4,0,16.1,0,,0,0,34.6,24.8,292.8,1033.6,59.5,24.1,119.5,10.7,5,10,2024-02-19T08:02:07,2024-02-19T18:35:36,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
La Rochelle,2024-02-20,10.9,7.9,9.4,10.9,6.4,8.4,7,84.9,0,48.4,0,rain,0,,28.3,20.4,177.7,1028,99,24.1,85.6,7.5,3,10,2024-02-20T08:00:28,2024-02-20T18:37:05,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
La Rochelle,2024-02-21,11.6,10.8,11.1,11.6,10.8,11.1,10,92.6,21.5,71,29.17,rain,0,,82.6,62,199.6,1012.1,100,16.7,33.6,3,2,10,2024-02-21T07:58:47,2024-02-21T18:38:33,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
La Rochelle,2024-02-22,13.2,6.6,9.6,13.2,0.7,6.3,6.2,79.2,11.5,83.9,33.33,rain,0,,86.4,65.2,261.5,1001.9,91.5,18.5,95.6,8.4,4,10,2024-02-22T07:57:05,2024-02-22T18:40:00,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
La Rochelle,2024-02-23,10.8,7,9.8,10.8,3.1,8.1,6.3,78.7,18.2,83.9,29.17,rain,0,,95.8,71.6,244.1,1002.7,100,17.2,53,4.5,2,10,2024-02-23T07:55:22,2024-02-23T18:41:28,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
La Rochelle,2024-02-24,9.6,7.7,8.5,6,2.3,4.1,3.3,69.6,10.7,48.4,33.33,rain,0,,55.8,50.4,283.9,995,47.5,18.9,109.5,9.8,5,10,2024-02-24T07:53:38,2024-02-24T18:42:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
La Rochelle,2024-02-25,10.2,7.1,9,10.2,3.1,5.6,4.2,71.7,4.2,71,29.17,rain,0,,56.2,42.5,300.2,1002.1,16.1,20.5,133.8,11.6,5,10,2024-02-25T07:51:54,2024-02-25T18:44:22,0.53,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,
La Rochelle,2024-02-26,10,6.6,8.2,7.3,3.2,5.9,4.1,75.2,3.9,67.7,25,rain,0,,28,23.3,298.3,1003.4,33.7,22.3,135.6,11.6,5,10,2024-02-26T07:50:08,2024-02-26T18:45:48,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,
La Rochelle,2024-02-27,9.6,4.9,7.5,6.7,0.4,4.1,3.4,75.8,1.8,38.7,20.83,rain,0,,35.6,24.8,327.8,1010,36.9,22.3,102.3,8.7,4,10,2024-02-27T07:48:22,2024-02-27T18:47:15,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
La Rochelle,2024-02-28,8.1,4.2,6.1,6.6,2.1,4.3,1.8,73.7,0,25.8,0,rain,0,,18.4,15.8,347.9,1016.6,86.7,23.7,115.3,10.1,4,10,2024-02-28T07:46:34,2024-02-28T18:48:41,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lille,2024-02-14,12.9,8.9,11.3,12.9,5.1,10.3,10.1,92.2,5.9,100,45.83,rain,0,0,41.4,31.4,203,1016.3,97.8,12.9,18.4,1.5,1,10,2024-02-14T08:02:35,2024-02-14T18:02:04,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"EBCV,EBOS,EBFN,F2929,LFQQ,LFAQ"
Lille,2024-02-15,14.9,11.1,12.3,14.9,11.1,12.3,9.5,83.6,2.1,64.5,20.83,rain,0,0,35.3,18.7,176.1,1013.6,97.4,23.2,59.2,5,3,10,2024-02-15T08:00:45,2024-02-15T18:03:50,0.19,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,
Lille,2024-02-16,13.5,8.1,10.9,13.5,6.2,10.4,8.9,87.8,0.7,25.8,8.33,rain,0,0,38.2,19.8,232,1015.1,89.5,24.1,35.3,2.9,2,10,2024-02-16T07:58:54,2024-02-16T18:05:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lille,2024-02-17,12.9,7.7,9.5,12.9,5.8,8.5,7.6,88.6,0,6.5,0,rain,0,0,24.1,13,248.2,1028.7,90.4,24.1,91,8,4,10,2024-02-17T07:57:01,2024-02-17T18:07:22,0.26,Overcast,Cloudy skies throughout the day.,cloudy,
Lille,2024-02-18,10.9,7.4,9,10.9,4.8,7.1,7.8,92.3,12.6,80.6,25,rain,0,0,41.8,21.6,208.5,1025.3,92.2,21.2,11.8,1,1,10,2024-02-18T07:55:07,2024-02-18T18:09:08,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Lille,2024-02-19,8.8,6,7.8,7.2,2.9,5.3,6.5,91.5,3.6,48.4,20.83,rain,0,0,39.6,19.8,280.6,1026,77.4,23.2,21.8,2.1,1,10,2024-02-19T07:53:11,2024-02-19T18:10:53,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,
Lille,2024-02-20,10.1,4.2,7.1,10.1,2.1,4.7,4.4,83.4,0,45.2,0,rain,0,0,46.1,22.9,216.5,1024.2,72.4,24.1,76.3,6.6,3,10,2024-02-20T07:51:15,2024-02-20T18:12:38,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Lille,2024-02-21,9.1,6.4,7.9,7.6,4.1,5.4,3.4,74,2.5,45.2,16.67,rain,0,0,51.1,24.5,211.4,1010.4,100,23.9,73.5,6.3,3,10,2024-02-21T07:49:17,2024-02-21T18:14:23,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Lille,2024-02-22,7,4.7,5.8,4,-1,1.9,4.5,91.2,18.5,77.4,33.33,rain,0,0,79.8,46.3,235.3,986.6,99.7,11.9,7.1,0.6,0,10,2024-02-22T07:47:19,2024-02-22T18:16:07,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
Lille,2024-02-23,7.4,5.2,6,2.6,-0.8,0.6,2.9,80.7,14,67.7,29.17,rain,0,0,86,53.3,224.9,990.3,91.1,19.6,46,4.1,2,10,2024-02-23T07:45:19,2024-02-23T18:17:52,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Lille,2024-02-24,7.9,3.2,5,4.7,-1.8,0.8,0.8,74.8,0.2,64.5,4.17,rain,0,0,55.4,30,213.1,989.4,30.9,24.1,91.9,8,4,10,2024-02-24T07:43:19,2024-02-24T18:19:36,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,
